,batter,bowler,non_striker,runs_by_bat,extra_runs,total,team_total,runs_remain,batter_runs,balls_faced,wickets_fallen,delivery,over,extra_type,wicket_type,player_out,fielder,toss_decision,toss_winner,innings,venue,year,month,match_id,winning_team,batting_team,bowling_team,team_final
0,PR Stirling,OC McCoy,A Balbirnie,0,0,0,0,146,0,1,0,1,1,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
1,PR Stirling,OC McCoy,A Balbirnie,0,0,0,0,146,0,2,0,2,1,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
2,PR Stirling,OC McCoy,A Balbirnie,4,0,4,4,142,4,3,0,3,1,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
3,PR Stirling,OC McCoy,A Balbirnie,1,0,1,5,141,5,4,0,4,1,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
4,A Balbirnie,OC McCoy,PR Stirling,0,0,0,5,141,0,1,0,5,1,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
5,A Balbirnie,OC McCoy,PR Stirling,0,0,0,5,141,0,2,0,6,1,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
6,PR Stirling,AJ Hosein,A Balbirnie,2,0,2,7,139,7,5,0,1,2,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
7,PR Stirling,AJ Hosein,A Balbirnie,2,0,2,9,137,9,6,0,2,2,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
8,PR Stirling,AJ Hosein,A Balbirnie,1,0,1,10,136,10,7,0,3,2,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
9,A Balbirnie,AJ Hosein,PR Stirling,6,0,6,16,130,6,3,0,4,2,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
10,A Balbirnie,AJ Hosein,PR Stirling,1,0,1,17,129,7,4,0,5,2,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
11,PR Stirling,AJ Hosein,A Balbirnie,4,0,4,21,125,14,8,0,6,2,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
12,A Balbirnie,AS Joseph,PR Stirling,1,0,1,22,124,8,5,0,1,3,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
13,PR Stirling,AS Joseph,A Balbirnie,0,0,0,22,124,14,9,0,2,3,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
14,PR Stirling,AS Joseph,A Balbirnie,0,0,0,22,124,14,10,0,3,3,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
15,PR Stirling,AS Joseph,A Balbirnie,0,1,1,23,123,14,11,0,4,3,wides,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
16,PR Stirling,AS Joseph,A Balbirnie,0,0,0,23,123,14,12,0,5,3,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
17,PR Stirling,AS Joseph,A Balbirnie,6,0,6,29,117,20,13,0,6,3,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
18,PR Stirling,AS Joseph,A Balbirnie,2,0,2,31,115,22,14,0,7,3,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
19,A Balbirnie,OF Smith,PR Stirling,4,0,4,35,111,12,6,0,1,4,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
20,A Balbirnie,OF Smith,PR Stirling,6,0,6,41,105,18,7,0,2,4,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
21,A Balbirnie,OF Smith,PR Stirling,4,0,4,45,101,22,8,0,3,4,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
22,A Balbirnie,OF Smith,PR Stirling,0,0,0,45,101,22,9,0,4,4,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
23,A Balbirnie,OF Smith,PR Stirling,0,0,0,45,101,22,10,0,5,4,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
24,A Balbirnie,OF Smith,PR Stirling,0,0,0,45,101,22,11,0,6,4,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
25,PR Stirling,OC McCoy,A Balbirnie,1,0,1,46,100,23,15,0,1,5,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
26,A Balbirnie,OC McCoy,PR Stirling,6,0,6,52,94,28,12,0,2,5,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
27,A Balbirnie,OC McCoy,PR Stirling,0,0,0,52,94,28,13,0,3,5,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
28,A Balbirnie,OC McCoy,PR Stirling,2,0,2,54,92,30,14,0,4,5,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
29,A Balbirnie,OC McCoy,PR Stirling,0,0,0,54,92,30,15,0,5,5,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
30,A Balbirnie,OC McCoy,PR Stirling,0,0,0,54,92,30,16,0,6,5,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
31,PR Stirling,AS Joseph,A Balbirnie,0,0,0,54,92,23,16,0,1,6,-,0,,,bat,West Indies,2,"Bellerive Oval, Hobart",2022,10,West Indies_Ireland_2022-10-21,Ireland,Ireland,West Indies,150
